music_alias,music_name,music_rating,music_singer,music_tags,music_time,music_url,music_votes
,Help!,9.1,The Beatles,TheBeatles|Rock|英国|Beatles|Single|经典|1989|单曲,1989-05-01,https://music.douban.com/subject/4209405/,110
,She Loves You,9.2,The Beatles,TheBeatles|英国|Rock|Beatles|1991|1963|欧美|Brit-Pop,1991-07-09,https://music.douban.com/subject/3865673/,101
,,,,,,,
,I Wanna Dance with Somebody (Who Loves Me),9.2,惠特尼·休斯顿 Whitney Houston,WhitneyHouston|Pop|美国|欧美|女声|1980s|Single|单曲,1987-05-28,https://music.douban.com/subject/6308411/,135
,,,,,,,
,,,,,,,
,Whitney Houston Live: Her Greatest Performances ,8.2,Whitney Houston,WhitneyHouston|R&B|Live|美国|Pop|2014|欧美|颠峰时期的大回顾,2014-11-10,https://music.douban.com/subject/26241181/,104
,,,,,,,
,Eight Days a Week,8.8,The Beatles,TheBeatles|英国|Rock|Beatles|欧美|★★★★|Single|EP,1964-12-04,https://music.douban.com/subject/5292612/,30
,Something/Come Together,9.3,The Beatles,TheBeatles|英国|欧美|Rock|JohnLennon|1991|乐团|beatles,1991-11-12,https://music.douban.com/subject/3356393/,27
,,,,,,,
,Get Back,9.1,Beatles,TheBeatles|英国|rock|beatles|Rock|欧美|美国|摇滚,1989-10-31,https://music.douban.com/subject/1888067/,120
,Lady Madonna,9.1,The Beatles,TheBeatles|英国|Rock|UK|经典|男声|欧美|单曲,1989-10-31,https://music.douban.com/subject/3806921/,50
艾比路,Abbey Road,9.8,The Beatles,TheBeatles|英国|摇滚|Beatles|1969|1960s|Rock|经典,1969-09-26,https://music.douban.com/subject/27110924/,702
,English Rose,8.6,Fleetwood Mac,Blues-Rock|British-Blues|FleetwoodMac|Blues|英国|Rock|1969|1960s,2002-12-17,https://music.douban.com/subject/1770327/,126
,In The Court Of The Crimson King,9.3,King Crimson,KingCrimson|英国|Progressive-Rock|prog-rock|艺术摇滚|Prog-Rock/ArtRock|progressive|1969,1969,https://music.douban.com/subject/1417523/,5854
永远的改变,Forever Changes,9.0,Love,Love|psychedelic|Rock|迷幻|美国|Psychedelic|1967|Folk,1967,https://music.douban.com/subject/1395483/,2027
Are You Experienced ?,Are You Experienced,9.3,The Jimi Hendrix Experience,JimiHendrix|psychedelic|rock|美国|Psychedelic|Rock|1967|blues,1967,https://music.douban.com/subject/2142489/,2446
,Five Leaves Left,9.0,Nick Drake,Folk|NickDrake|民谣|英国|Nick_Drake|indie|1969|忧郁,1969,https://music.douban.com/subject/1395480/,3470
The Who Sings My Generation,My Generation,9.0,The Who,TheWho|Rock|英国|摇滚|1965|The_Who|British-Invasion|UK,1965,https://music.douban.com/subject/1439419/,833
乞丐的盛宴,Beggars Banquet,9.1,The Rolling Stones,TheRollingStones|Rock|RollingStones|Blues-Rock|英国|摇滚|1968|Psychedelic,1968,https://music.douban.com/subject/1439416/,1692
,Undercurrent,8.9,Bill Evans|Jim Hall,Jazz|BillEvans|Bill_Evans|爵士|JimHall|Piano|美国|Jim_Hall,2002-07-16,https://music.douban.com/subject/2303659/,440
,Yellow Submarine,9.1,The Beatles,TheBeatles|英国|Rock|beatles|OST|摇滚|Beatles|rock,1969-01-13,https://music.douban.com/subject/3665406/,288
地下丝绒与妮可,The Velvet Underground & Nico,9.0,The Velvet Underground|Nico,TheVelvetUnderground|Rock|地下丝绒|摇滚|美国|经典|Nico|1967,1967-04,https://music.douban.com/subject/1986653/,26109
,Everybody Knows This Is Nowhere,8.9,尼尔 扬 Neil Young|疯马 Crazy Horse,NeilYoung|folk|Folk|1969|Folk-Rock|加拿大|民谣|Neil_Young,1969-5-14,https://music.douban.com/subject/1417261/,804
,The End of the World,9.7,Skeeter Davis,SkeeterDavis|乡村音乐|美国|Country|1962|欧美|1960s|经典,1962,https://music.douban.com/subject/4083102/,1458
,Please Please Me,9.1,The Beatles,TheBeatles|Beatles|英国|rock|摇滚|Rock|经典|1963,1963-02,https://music.douban.com/subject/1437026/,5752
,The Freewheelin' Bob Dylan,9.2,Bob Dylan,BobDylan|folk|民谣|美国|Folk|Bob_Dylan|民谣摇滚|1963,1963,https://music.douban.com/subject/1428520/,7318
让他流血,Let It Bleed,9.0,The Rolling Stones,TheRollingStones|RollingStones|Blues-Rock|英国|Rock|rock|摇滚|1969,1969,https://music.douban.com/subject/1467357/,3039
宠物之声,Pet Sounds,9.0,The Beach Boys,TheBeachBoys|Rock|美国|摇滚|1966|60'-70'|Pop|老摇滚,1966,https://music.douban.com/subject/1394631/,6106
,A Love Supreme,9.3,John Coltrane,JohnColtrane|jazz|Jazz|爵士|Free-Jazz|美国|John_Coltrane|1964,2003,https://music.douban.com/subject/1438265/,2182
,Waiting for the Sun,9.1,The Doors,TheDoors|Rock|迷幻|美国|psychedelic|摇滚|Psychedelic|大门,1968,https://music.douban.com/subject/1428570/,2263
,The Ballad of John & Yoko,8.4,The Beatles,TheBeatles|英国|Rock|单曲|Beatles|1969|1960s|男声,1969-5-30,https://music.douban.com/subject/2337469/,25
,Could I Have This Kiss Forever,8.5,Whitney Houston|Enrique Iglesias,EnriqueIglesias|WhitneyHouston|Pop|欧美|Enrique|R&B|Single|2000,2000-07-25,https://music.douban.com/subject/1441835/,177
,All At Once,9.5,惠特尼·休斯顿 Whitney Houston,WhitneyHouston|Pop|美国|欧美|R&B|1985|英语|EP,1985,https://music.douban.com/subject/10486490/,70
,higher love,7.7,Kygo|惠特尼·休斯顿 Whitney Houston,WhitneyHouston|Kygo|2019|Electronic|美国|挪威|Pop|女声,2019-06-28,https://music.douban.com/subject/34466715/,139
,Exhale (Shoop Shoop),9.0,Whitney Houston,WhitneyHouston|Pop|R&B|1995|美国|欧美|Whitney_Houston|EP,1995-11-06,https://music.douban.com/subject/1659278/,95
,Just Whitney,7.7,Whitney Houston,WhitneyHouston|R&B|欧美|美国|POP|Whitney|2002|Pop,2002-12-10,https://music.douban.com/subject/1441834/,452
